image_path,label
./img/NCI1/graph_0.png,0
./img/NCI1/graph_1.png,0
./img/NCI1/graph_2.png,0
./img/NCI1/graph_3.png,0
./img/NCI1/graph_4.png,0
./img/NCI1/graph_5.png,0
./img/NCI1/graph_6.png,0
./img/NCI1/graph_7.png,0
./img/NCI1/graph_8.png,0
./img/NCI1/graph_9.png,0
./img/NCI1/graph_10.png,0
./img/NCI1/graph_11.png,0
./img/NCI1/graph_12.png,0
./img/NCI1/graph_13.png,0
./img/NCI1/graph_14.png,0
./img/NCI1/graph_15.png,0
./img/NCI1/graph_16.png,0
./img/NCI1/graph_17.png,0
./img/NCI1/graph_18.png,0
./img/NCI1/graph_19.png,0
./img/NCI1/graph_20.png,0
./img/NCI1/graph_21.png,0
./img/NCI1/graph_22.png,0
./img/NCI1/graph_23.png,0
./img/NCI1/graph_24.png,0
./img/NCI1/graph_25.png,0
./img/NCI1/graph_26.png,0
./img/NCI1/graph_27.png,0
./img/NCI1/graph_28.png,0
./img/NCI1/graph_29.png,0
./img/NCI1/graph_30.png,0
./img/NCI1/graph_31.png,0
./img/NCI1/graph_32.png,0
./img/NCI1/graph_33.png,0
./img/NCI1/graph_34.png,0
./img/NCI1/graph_35.png,0
./img/NCI1/graph_36.png,0
./img/NCI1/graph_37.png,0
./img/NCI1/graph_38.png,0
./img/NCI1/graph_39.png,0
./img/NCI1/graph_40.png,0
./img/NCI1/graph_41.png,0
./img/NCI1/graph_42.png,0
./img/NCI1/graph_43.png,0
./img/NCI1/graph_44.png,0
./img/NCI1/graph_45.png,0
./img/NCI1/graph_46.png,0
./img/NCI1/graph_47.png,0
./img/NCI1/graph_48.png,0
./img/NCI1/graph_49.png,0
./img/NCI1/graph_50.png,0
./img/NCI1/graph_51.png,0
./img/NCI1/graph_52.png,0
./img/NCI1/graph_53.png,0
./img/NCI1/graph_54.png,0
./img/NCI1/graph_55.png,0
./img/NCI1/graph_56.png,0
./img/NCI1/graph_57.png,0
./img/NCI1/graph_58.png,0
./img/NCI1/graph_59.png,0
./img/NCI1/graph_60.png,0
./img/NCI1/graph_61.png,0
./img/NCI1/graph_62.png,0
./img/NCI1/graph_63.png,0
./img/NCI1/graph_64.png,0
./img/NCI1/graph_65.png,0
./img/NCI1/graph_66.png,0
./img/NCI1/graph_67.png,0
./img/NCI1/graph_68.png,0
./img/NCI1/graph_69.png,0
./img/NCI1/graph_70.png,0
./img/NCI1/graph_71.png,0
./img/NCI1/graph_72.png,0
./img/NCI1/graph_73.png,0
./img/NCI1/graph_74.png,0
./img/NCI1/graph_75.png,0
./img/NCI1/graph_76.png,0
./img/NCI1/graph_77.png,0
./img/NCI1/graph_78.png,0
./img/NCI1/graph_79.png,0
./img/NCI1/graph_80.png,0
./img/NCI1/graph_81.png,0
./img/NCI1/graph_82.png,0
./img/NCI1/graph_83.png,0
./img/NCI1/graph_84.png,0
./img/NCI1/graph_85.png,0
./img/NCI1/graph_86.png,0
./img/NCI1/graph_87.png,0
./img/NCI1/graph_88.png,0
./img/NCI1/graph_89.png,0
./img/NCI1/graph_90.png,0
./img/NCI1/graph_91.png,0
./img/NCI1/graph_92.png,0
./img/NCI1/graph_93.png,0
./img/NCI1/graph_94.png,0
./img/NCI1/graph_95.png,0
./img/NCI1/graph_96.png,0
./img/NCI1/graph_97.png,0
./img/NCI1/graph_98.png,0
./img/NCI1/graph_99.png,0
./img/NCI1/graph_100.png,0
./img/NCI1/graph_101.png,0
./img/NCI1/graph_102.png,0
./img/NCI1/graph_103.png,0
./img/NCI1/graph_104.png,0
./img/NCI1/graph_105.png,0
./img/NCI1/graph_106.png,0
./img/NCI1/graph_107.png,0
./img/NCI1/graph_108.png,0
./img/NCI1/graph_109.png,0
./img/NCI1/graph_110.png,0
./img/NCI1/graph_111.png,0
./img/NCI1/graph_112.png,0
./img/NCI1/graph_113.png,0
./img/NCI1/graph_114.png,0
./img/NCI1/graph_115.png,0
./img/NCI1/graph_116.png,0
./img/NCI1/graph_117.png,0
./img/NCI1/graph_118.png,0
./img/NCI1/graph_119.png,0
./img/NCI1/graph_120.png,0
./img/NCI1/graph_121.png,0
./img/NCI1/graph_122.png,0
./img/NCI1/graph_123.png,0
./img/NCI1/graph_124.png,0
./img/NCI1/graph_125.png,0
./img/NCI1/graph_126.png,0
./img/NCI1/graph_127.png,0
./img/NCI1/graph_128.png,0
./img/NCI1/graph_129.png,0
./img/NCI1/graph_130.png,0
./img/NCI1/graph_131.png,0
./img/NCI1/graph_132.png,0
./img/NCI1/graph_133.png,0
