image_path,label
./img/IMDB-MULTI/graph_0.png,0
./img/IMDB-MULTI/graph_1.png,0
./img/IMDB-MULTI/graph_2.png,0
./img/IMDB-MULTI/graph_3.png,0
./img/IMDB-MULTI/graph_4.png,0
./img/IMDB-MULTI/graph_5.png,0
./img/IMDB-MULTI/graph_6.png,0
./img/IMDB-MULTI/graph_7.png,0
./img/IMDB-MULTI/graph_8.png,0
./img/IMDB-MULTI/graph_9.png,0
./img/IMDB-MULTI/graph_10.png,0
./img/IMDB-MULTI/graph_11.png,0
./img/IMDB-MULTI/graph_12.png,0
./img/IMDB-MULTI/graph_13.png,0
./img/IMDB-MULTI/graph_14.png,0
./img/IMDB-MULTI/graph_15.png,0
./img/IMDB-MULTI/graph_16.png,0
./img/IMDB-MULTI/graph_17.png,0
./img/IMDB-MULTI/graph_18.png,0
./img/IMDB-MULTI/graph_19.png,0
./img/IMDB-MULTI/graph_20.png,0
./img/IMDB-MULTI/graph_21.png,0
./img/IMDB-MULTI/graph_22.png,0
./img/IMDB-MULTI/graph_23.png,0
./img/IMDB-MULTI/graph_24.png,0
./img/IMDB-MULTI/graph_25.png,0
./img/IMDB-MULTI/graph_26.png,0
./img/IMDB-MULTI/graph_27.png,0
./img/IMDB-MULTI/graph_28.png,0
./img/IMDB-MULTI/graph_29.png,0
./img/IMDB-MULTI/graph_30.png,0
./img/IMDB-MULTI/graph_31.png,0
./img/IMDB-MULTI/graph_32.png,0
./img/IMDB-MULTI/graph_33.png,0
./img/IMDB-MULTI/graph_34.png,0
./img/IMDB-MULTI/graph_35.png,0
./img/IMDB-MULTI/graph_36.png,0
./img/IMDB-MULTI/graph_37.png,0
./img/IMDB-MULTI/graph_38.png,0
./img/IMDB-MULTI/graph_39.png,0
./img/IMDB-MULTI/graph_40.png,0
./img/IMDB-MULTI/graph_41.png,0
./img/IMDB-MULTI/graph_42.png,0
./img/IMDB-MULTI/graph_43.png,0
./img/IMDB-MULTI/graph_44.png,0
./img/IMDB-MULTI/graph_45.png,0
./img/IMDB-MULTI/graph_46.png,0
./img/IMDB-MULTI/graph_47.png,0
./img/IMDB-MULTI/graph_48.png,0
./img/IMDB-MULTI/graph_49.png,0
./img/IMDB-MULTI/graph_50.png,0
./img/IMDB-MULTI/graph_51.png,0
./img/IMDB-MULTI/graph_52.png,0
./img/IMDB-MULTI/graph_53.png,0
./img/IMDB-MULTI/graph_54.png,0
./img/IMDB-MULTI/graph_55.png,0
./img/IMDB-MULTI/graph_56.png,0
./img/IMDB-MULTI/graph_57.png,0
./img/IMDB-MULTI/graph_58.png,0
./img/IMDB-MULTI/graph_59.png,0
./img/IMDB-MULTI/graph_60.png,0
./img/IMDB-MULTI/graph_61.png,0
./img/IMDB-MULTI/graph_62.png,0
./img/IMDB-MULTI/graph_63.png,0
./img/IMDB-MULTI/graph_64.png,0
./img/IMDB-MULTI/graph_65.png,0
./img/IMDB-MULTI/graph_66.png,0
./img/IMDB-MULTI/graph_67.png,0
./img/IMDB-MULTI/graph_68.png,0
./img/IMDB-MULTI/graph_69.png,0
./img/IMDB-MULTI/graph_70.png,0
./img/IMDB-MULTI/graph_71.png,0
./img/IMDB-MULTI/graph_72.png,0
./img/IMDB-MULTI/graph_73.png,0
./img/IMDB-MULTI/graph_74.png,0
./img/IMDB-MULTI/graph_75.png,0
./img/IMDB-MULTI/graph_76.png,0
